duration,game_mode,match_id,human_players,radiant_score,version,start_time,dire_score,radiant_win,skill,leagueid,patch,objectives,first_blood_time,region,kills_per_min,total_xp,player_slot,xp_per_min,gold_per_min,item_0,net_worth,hero_damage,total_gold,kda,account_id,item_5,kill_streaks,rank_tier,deaths,hero_id,kills,tower_damage,last_hits,item_3,randomed,level,item_4,item_1,isRadiant,hero_healing,item_2 
55.07,game_mode_all_draft,5992892473,10,49,21,2021-05-13 23:10:55,54,False,1,0,48,"[{'time': -33, 'type': 'CHAT_MESSAGE_FIRSTBLOOD', 'slot': 0, 'key': 9, 'player_slot': 0}, {'time': 237, 'type': 'CHAT_MESSAGE_COURIER_LOST', 'team': 3}, {'time': 821, 'type': 'building_kill', 'unit': 'npc_dota_hero_crystal_maiden', 'key': 'npc_dota_badguys_tower1_mid', 'slot': 1, 'player_slot': 1}, {'time': 1025, 'type': 'building_kill', 'unit': 'npc_dota_hero_sven', 'key': 'npc_dota_badguys_tower1_bot', 'slot': 0, 'player_slot': 0}, {'time': 1061, 'type': 'building_kill', 'unit': 'npc_dota_hero_magnataur', 'key': 'npc_dota_badguys_tower1_top', 'slot': 4, 'player_slot': 4}, {'time': 1208, 'type': 'building_kill', 'unit': 'npc_dota_hero_sven', 'key': 'npc_dota_badguys_tower2_top', 'slot': 0, 'player_slot': 0}, {'time': 1375, 'type': 'building_kill', 'unit': 'npc_dota_hero_faceless_void', 'key': 'npc_dota_goodguys_tower1_bot', 'slot': 8, 'player_slot': 131}, {'time': 1683, 'type': 'CHAT_MESSAGE_ROSHAN_KILL', 'team': 2}, {'time': 1684, 'type': 'CHAT_MESSAGE_AEGIS', 'slot': 0, 'player_slot': 0}, {'time': 1741, 'type': 'building_kill', 'unit': 'npc_dota_hero_magnataur', 'key': 'npc_dota_badguys_tower2_mid', 'slot': 4, 'player_slot': 4}, {'time': 1875, 'type': 'building_kill', 'unit': 'npc_dota_hero_faceless_void', 'key': 'npc_dota_goodguys_tower1_mid', 'slot': 8, 'player_slot': 131}, {'time': 1968, 'type': 'building_kill', 'unit': 'npc_dota_hero_faceless_void', 'key': 'npc_dota_goodguys_tower2_bot', 'slot': 8, 'player_slot': 131}, {'time': 1991, 'type': 'building_kill', 'unit': 'npc_dota_hero_faceless_void', 'key': 'npc_dota_goodguys_tower3_bot', 'slot': 8, 'player_slot': 131}, {'time': 2002, 'type': 'building_kill', 'unit': 'npc_dota_hero_abyssal_underlord', 'key': 'npc_dota_goodguys_melee_rax_bot', 'slot': 7, 'player_slot': 130}, {'time': 2004, 'type': 'building_kill', 'unit': 'npc_dota_creep_badguys_melee', 'key': 'npc_dota_goodguys_range_rax_bot'}, {'time': 2251, 'type': 'building_kill', 'unit': 'npc_dota_badguys_siege_upgraded', 'key': 'npc_dota_goodguys_tower4'}, {'time': 2252, 'type': 'building_kill', 'unit': 'npc_dota_hero_troll_warlord', 'key': 'npc_dota_goodguys_tower2_mid', 'slot': 9, 'player_slot': 132}, {'time': 2271, 'type': 'building_kill', 'unit': 'npc_dota_hero_troll_warlord', 'key': 'npc_dota_goodguys_tower3_mid', 'slot': 9, 'player_slot': 132}, {'time': 2390, 'type': 'CHAT_MESSAGE_ROSHAN_KILL', 'team': 2}, {'time': 2391, 'type': 'CHAT_MESSAGE_AEGIS', 'slot': 0, 'player_slot': 0}, {'time': 2564, 'type': 'building_kill', 'unit': 'npc_dota_hero_troll_warlord', 'key': 'npc_dota_goodguys_tower1_top', 'slot': 9, 'player_slot': 132}, {'time': 2832, 'type': 'building_kill', 'unit': 'npc_dota_hero_troll_warlord', 'key': 'npc_dota_goodguys_tower2_top', 'slot': 9, 'player_slot': 132}, {'time': 2853, 'type': 'building_kill', 'unit': 'npc_dota_hero_faceless_void', 'key': 'npc_dota_goodguys_tower3_top', 'slot': 8, 'player_slot': 131}, {'time': 2858, 'type': 'building_kill', 'unit': 'npc_dota_hero_troll_warlord', 'key': 'npc_dota_goodguys_range_rax_top', 'slot': 9, 'player_slot': 132}, {'time': 2862, 'type': 'building_kill', 'unit': 'npc_dota_hero_abyssal_underlord', 'key': 'npc_dota_goodguys_melee_rax_top', 'slot': 7, 'player_slot': 130}, {'time': 2868, 'type': 'CHAT_MESSAGE_COURIER_LOST', 'team': 4}, {'time': 2880, 'type': 'building_kill', 'unit': 'npc_dota_hero_abyssal_underlord', 'key': 'npc_dota_goodguys_range_rax_mid', 'slot': 7, 'player_slot': 130}, {'time': 2888, 'type': 'building_kill', 'unit': 'npc_dota_hero_troll_warlord', 'key': 'npc_dota_goodguys_melee_rax_mid', 'slot': 9, 'player_slot': 132}, {'time': 3168, 'type': 'building_kill', 'unit': 'npc_dota_hero_sand_king', 'key': 'npc_dota_badguys_tower2_bot', 'slot': 2, 'player_slot': 2}, {'time': 3239, 'type': 'CHAT_MESSAGE_ROSHAN_KILL', 'team': 3}, {'time': 3241, 'type': 'CHAT_MESSAGE_AEGIS', 'slot': 8, 'player_slot': 131}, {'time': 3290, 'type': 'building_kill', 'unit': 'npc_dota_creep_badguys_ranged_upgraded_mega', 'key': 'npc_dota_goodguys_tower4'}, {'time': 3305, 'type': 'building_kill', 'unit': 'npc_dota_hero_abyssal_underlord', 'key': 'npc_dota_goodguys_fort', 'slot': 7, 'player_slot': 130}]",0.0,North America,0.30871670702179177,43282,132,786,717,208,32629,53752,39482,2,,48,,,12,95,17,14903,489,145,False,30,135,116,False,0,154
58.08,game_mode_all_draft,5992892472,10,46,,2021-05-13 23:10:50,46,False,1,0,48,,1.03,,0.18938307030129123,48325,0,832,580,40,25549,49648,33688,3,,116,,,6,42,11,3052,372,208,,30,168,127,True,0,603
58.08,game_mode_all_draft,5992892472,10,46,,2021-05-13 23:10:50,46,False,1,0,48,,1.03,,0.13773314203730272,39496,1,680,482,1,20210,26762,27996,1,,168,,,12,28,8,1361,348,61,,27,63,154,True,0,112
58.08,game_mode_all_draft,5992892472,10,46,,2021-05-13 23:10:50,46,False,1,0,48,,1.03,,0.10329985652797705,33107,2,570,618,116,27035,29897,35895,2,,256,,,10,53,6,13146,452,141,,27,166,267,True,0,98
58.08,game_mode_all_draft,5992892472,10,46,,2021-05-13 23:10:50,46,False,1,0,48,,1.03,,0.10329985652797705,30668,3,528,317,100,13945,27496,18412,2,,0,,,9,68,6,230,91,180,,25,218,37,True,0,123
58.08,game_mode_all_draft,5992892472,10,46,,2021-05-13 23:10:50,46,False,1,0,48,,1.03,,0.24103299856527977,42458,4,731,503,604,24260,40837,29215,3,1059989995,37,,2,9,11,14,1087,326,100,,28,48,108,True,0,116
58.08,game_mode_all_draft,5992892472,10,46,,2021-05-13 23:10:50,46,False,1,0,48,,1.03,,0.1721664275466284,38044,128,655,555,250,28022,59147,32236,2,,139,,,8,56,10,1296,374,141,,29,63,596,False,0,168
58.08,game_mode_all_draft,5992892472,10,46,,2021-05-13 23:10:50,46,False,1,0,48,,1.03,,0.03443328550932568,33223,129,572,288,263,13538,15710,16728,1,,21,,,14,20,2,231,91,11,,27,214,81,False,7987,218
58.08,game_mode_all_draft,5992892472,10,46,,2021-05-13 23:10:50,46,False,1,0,48,,1.03,,0.10329985652797705,37347,130,643,419,100,19779,34343,24336,3,,108,,,10,16,6,732,159,0,,29,1,214,False,0,119
58.08,game_mode_all_draft,5992892472,10,46,,2021-05-13 23:10:50,46,False,1,0,48,,1.03,,0.32711621233859395,45421,131,782,763,135,34619,71175,44317,3,,116,,,7,35,19,9814,593,263,,30,141,123,False,0,48
58.08,game_mode_all_draft,5992892472,10,46,,2021-05-13 23:10:50,46,False,1,0,48,,1.03,,0.12051649928263988,39322,132,677,527,147,28770,47655,30609,4,,116,,,7,2,7,3193,389,242,,29,50,127,False,0,600
0.0,game_mode_limited_heroes,5992892471,0,0,,2021-05-13 23:11:10,0,True,,0,48,,0.0,Europe,,,0,0,1800,44,611,0,,0,,0,,,0,29,0,0,0,39,,1,0,16,True,0,11
0.0,game_mode_limited_heroes,5992892471,0,0,,2021-05-13 23:11:10,0,True,,0,48,,0.0,Europe,,,1,0,1800,15,701,0,,0,,0,,,0,22,0,0,0,38,,1,0,20,True,0,44
0.0,game_mode_limited_heroes,5992892471,0,0,,2021-05-13 23:11:10,0,True,,0,48,,0.0,Europe,,,2,0,1800,44,611,0,,0,,0,,,0,30,0,0,0,16,,1,39,216,True,0,38
0.0,game_mode_limited_heroes,5992892471,0,0,,2021-05-13 23:11:10,0,True,,0,48,,0.0,Europe,,,3,0,1800,44,611,0,,0,,0,,,0,64,0,0,0,16,,1,39,216,True,0,38
0.0,game_mode_limited_heroes,5992892471,0,0,,2021-05-13 23:11:10,0,True,,0,48,,0.0,Europe,,,4,0,1800,44,701,0,,0,,0,,,0,49,0,0,0,16,,1,0,13,True,0,11
0.0,game_mode_limited_heroes,5992892471,0,0,,2021-05-13 23:11:10,0,True,,0,48,,0.0,Europe,,,128,0,1800,44,631,0,,0,,0,,,0,47,0,0,0,216,,1,0,14,False,0,20
0.0,game_mode_limited_heroes,5992892471,0,0,,2021-05-13 23:11:10,0,True,,0,48,,0.0,Europe,,,129,0,1800,14,701,0,,0,,0,,,0,35,0,0,0,44,,1,0,20,False,0,16
0.0,game_mode_limited_heroes,5992892471,0,0,,2021-05-13 23:11:10,0,True,,0,48,,0.0,Europe,,,130,0,1800,44,611,0,,0,,0,,,0,37,0,0,0,16,,1,39,216,False,0,38
0.0,game_mode_limited_heroes,5992892471,0,0,,2021-05-13 23:11:10,0,True,,0,48,,0.0,Europe,,,131,0,1800,44,701,0,,0,,0,,,0,14,0,0,0,38,,1,13,216,False,0,16
0.0,game_mode_limited_heroes,5992892471,0,0,,2021-05-13 23:11:10,0,True,,0,48,,0.0,Europe,,,132,0,1800,44,701,0,,0,,0,,,0,21,0,0,0,15,,1,0,16,False,0,20
12.58,game_mode_limited_heroes,5992892469,0,14,,2021-05-13 23:11:10,20,False,,0,48,,0.32,SE Asia,0.07947019867549668,10632,0,845,407,75,5174,2558,5121,1,,0,,,3,47,1,0,16,29,,14,0,36,True,0,29
12.58,game_mode_limited_heroes,5992892469,0,14,,2021-05-13 23:11:10,20,False,,0,48,,0.32,SE Asia,0.07947019867549668,10217,1,812,391,1,5118,2530,4920,1,,4,,,4,29,1,0,7,94,,14,180,11,True,0,16
12.58,game_mode_limited_heroes,5992892469,0,14,,2021-05-13 23:11:10,20,False,,0,48,,0.32,SE Asia,,7399,2,588,233,0,3258,3617,2931,1,,36,,,5,14,0,31,1,0,,11,0,0,True,0,214
12.58,game_mode_limited_heroes,5992892469,0,14,,2021-05-13 23:11:10,20,False,,0,48,,0.32,SE Asia,0.3178807947019867,9877,3,785,481,44,6174,5133,6052,2,,0,,,3,20,4,0,6,254,,14,102,214,True,0,36
12.58,game_mode_limited_heroes,5992892469,0,14,,2021-05-13 23:11:10,20,False,,0,48,,0.32,SE Asia,0.3178807947019867,9701,4,771,415,44,5358,5247,5222,1,,1,,,5,2,4,0,6,3,,13,16,50,True,0,11
12.58,game_mode_limited_heroes,5992892469,0,14,,2021-05-13 23:11:10,20,False,,0,48,,0.32,SE Asia,0.3973509933774834,12080,128,960,600,18,7874,9311,7550,4,,50,,,2,8,5,512,22,22,,15,75,16,False,202,145
12.58,game_mode_limited_heroes,5992892469,0,14,,2021-05-13 23:11:10,20,False,,0,48,,0.32,SE Asia,0.3178807947019867,14558,129,1157,605,75,8046,7183,7612,4,,23,,,1,35,4,792,30,593,,17,63,166,False,0,236
12.58,game_mode_limited_heroes,5992892469,0,14,,2021-05-13 23:11:10,20,False,,0,48,,0.32,SE Asia,0.07947019867549668,7499,130,596,316,44,4318,3602,3976,2,,0,,,2,42,1,15,6,16,,11,16,50,False,0,11
12.58,game_mode_limited_heroes,5992892469,0,14,,2021-05-13 23:11:10,20,False,,0,48,,0.32,SE Asia,0.3973509933774834,8179,131,650,409,44,5466,6001,5146,1,,36,,,5,5,5,216,4,23,,12,593,254,False,0,214
12.58,game_mode_limited_heroes,5992892469,0,14,,2021-05-13 23:11:10,20,False,,0,48,,0.32,SE Asia,0.15894039735099336,10783,132,857,347,44,4676,5491,4366,1,,0,,,4,26,2,135,9,214,,14,36,1,False,0,0
32.13,game_mode_all_draft,5992892466,10,48,,2021-05-13 23:11:00,30,True,1,0,48,,2.97,South America,0.21784232365145229,23103,0,719,560,69,17726,21679,17994,5,,168,,,3,63,7,9872,229,63,,22,166,596,True,0,116
32.13,game_mode_all_draft,5992892466,10,48,,2021-05-13 23:11:00,30,True,1,0,48,,2.97,South America,0.2800829875518672,19247,1,599,329,214,9455,18690,10571,2,,1,,,12,14,9,804,19,244,,20,31,37,True,4004,36
32.13,game_mode_all_draft,5992892466,10,48,,2021-05-13 23:11:00,30,True,1,0,48,,2.97,South America,0.18672199170124482,21593,2,672,387,1,11392,17348,12435,3,,60,,,6,7,6,428,76,178,,22,102,214,True,0,218
32.13,game_mode_all_draft,5992892466,10,48,,2021-05-13 23:11:00,30,True,1,0,48,,2.97,South America,0.34232365145228216,23007,3,716,454,178,13918,30514,14588,3,,0,,,7,98,11,2239,107,180,,22,273,90,True,0,100
32.13,game_mode_all_draft,5992892466,10,48,,2021-05-13 23:11:00,30,True,1,0,48,,2.97,South America,0.46680497925311204,29562,4,920,668,50,20958,24214,21465,9,311765129,210,,4,2,4,15,6520,233,249,,25,166,116,True,0,36
32.13,game_mode_all_draft,5992892466,10,48,,2021-05-13 23:11:00,30,True,1,0,48,,2.97,South America,0.12448132780082988,11953,128,372,231,214,5386,14263,7422,1,,218,,,7,31,4,25,28,261,,15,36,254,False,0,187
32.13,game_mode_all_draft,5992892466,10,48,,2021-05-13 23:11:00,30,True,1,0,48,,2.97,South America,0.09336099585062241,9382,129,292,267,29,6595,10644,8579,0,,0,,,15,129,3,230,51,1,,13,244,178,False,0,23
32.13,game_mode_all_draft,5992892466,10,48,,2021-05-13 23:11:00,30,True,1,0,48,,2.97,South America,0.18672199170124482,17319,130,539,396,26,11323,16718,12724,0,,170,,,10,70,6,0,158,143,,19,21,1,False,0,50
32.13,game_mode_all_draft,5992892466,10,48,,2021-05-13 23:11:00,30,True,1,0,48,,2.97,South America,0.18672199170124482,17898,131,557,416,63,10596,37701,13367,2,,127,,,8,99,6,892,162,242,,19,73,36,False,0,131
32.13,game_mode_all_draft,5992892466,10,48,,2021-05-13 23:11:00,30,True,1,0,48,,2.97,South America,0.3112033195020747,16580,132,516,401,1,11310,23577,12885,2,,206,,,8,74,10,496,117,77,,19,29,36,False,0,108
41.1,game_mode_all_draft,5992892465,10,34,,2021-05-13 23:10:55,29,False,2,0,48,,1.72,Europe,0.145985401459854,31934,0,777,739,50,24730,29322,30372,2,322605491,208,,4,6,42,6,6486,344,116,,26,154,151,True,0,1
41.1,game_mode_all_draft,5992892465,10,34,,2021-05-13 23:10:55,29,False,2,0,48,,1.72,Europe,0.072992700729927,21577,1,525,450,36,15360,13833,18495,2,103280023,29,,6,4,9,3,171,83,102,,22,42,226,True,108,96
41.1,game_mode_all_draft,5992892465,10,34,,2021-05-13 23:10:55,29,False,2,0,48,,1.72,Europe,0.024330900243309,5754,2,140,198,0,103,8639,8137,2,27240698,0,,5,1,84,1,0,6,0,,10,0,0,True,0,0
41.1,game_mode_all_draft,5992892465,10,34,,2021-05-13 23:10:55,29,False,2,0,48,,1.72,Europe,0.24330900243309,22276,3,542,617,151,23567,43223,25358,1,,29,,,13,59,10,5528,169,112,,22,116,156,True,0,210
41.1,game_mode_all_draft,5992892465,10,34,,2021-05-13 23:10:55,29,False,2,0,48,,1.72,Europe,0.31630170316301703,32551,4,792,635,116,13806,22048,26098,3,349884232,63,,4,5,61,13,12967,270,108,,25,0,98,True,0,178
41.1,game_mode_all_draft,5992892465,10,34,,2021-05-13 23:10:55,29,False,2,0,48,,1.72,Europe,0.145985401459854,19440,128,473,408,108,14526,43739,16768,1,121982636,232,,5,12,22,6,298,172,48,,20,36,43,False,9,57
41.1,game_mode_all_draft,5992892465,10,34,,2021-05-13 23:10:55,29,False,2,0,48,,1.72,Europe,,24290,129,591,415,218,15866,25841,17056,2,,232,,,5,27,0,7879,229,180,,23,108,110,False,1200,0
41.1,game_mode_all_draft,5992892465,10,34,,2021-05-13 23:10:55,29,False,2,0,48,,1.72,Europe,0.024330900243309,24618,130,599,451,116,16830,24244,18536,1,,1,,,9,129,1,940,280,36,,23,50,168,False,0,178
41.1,game_mode_all_draft,5992892465,10,34,,2021-05-13 23:10:55,29,False,2,0,48,,1.72,Europe,0.291970802919708,33948,131,826,619,125,30366,39547,25440,3,,114,,,4,2,12,6078,415,210,,26,600,127,False,0,50
41.1,game_mode_all_draft,5992892465,10,34,,2021-05-13 23:10:55,29,False,2,0,48,,1.72,Europe,0.24330900243309,30044,132,731,694,534,26894,33087,28523,3,477449249,139,,6,4,1,10,8745,546,63,,27,160,145,False,0,147
53.15,game_mode_all_draft,5992892464,10,59,,2021-05-13 23:10:50,35,True,1,0,48,,2.43,South America,0.2257761053621825,40075,0,754,499,151,21564,52576,26521,2,,40,,,12,59,12,3861,249,116,,28,26,1,True,0,263
53.15,game_mode_all_draft,5992892464,10,59,,2021-05-13 23:10:50,35,True,1,0,48,,2.43,South America,0.15051740357478835,35504,1,668,616,145,30734,45923,32740,2,,48,,,11,95,8,8612,393,123,,29,249,156,True,0,116
53.15,game_mode_all_draft,5992892464,10,59,,2021-05-13 23:10:50,35,True,1,0,48,,2.43,South America,0.20696142991533398,34600,2,651,430,214,18454,31622,22854,6,,254,,,5,30,11,1318,112,123,,26,43,256,True,2460,206
53.15,game_mode_all_draft,5992892464,10,59,,2021-05-13 23:10:50,35,True,1,0,48,,2.43,South America,0.33866415804327377,42094,3,792,603,50,29283,65644,32049,9,,116,,,4,106,18,3379,330,273,,30,127,119,True,240,141
53.15,game_mode_all_draft,5992892464,10,59,,2021-05-13 23:10:50,35,True,1,0,48,,2.43,South America,0.16933207902163688,36886,4,694,530,151,25721,32653,28169,6,,0,,,4,54,9,3601,290,135,,29,112,50,True,5242,143
53.15,game_mode_all_draft,5992892464,10,59,,2021-05-13 23:10:50,35,True,1,0,48,,2.43,South America,0.11288805268109126,36992,128,696,464,50,18288,61078,24661,1,,0,,,11,8,6,1557,264,208,,27,225,147,False,17179,40
53.15,game_mode_all_draft,5992892464,10,59,,2021-05-13 23:10:50,35,True,1,0,48,,2.43,South America,0.07525870178739417,32953,129,620,424,210,18815,20254,22535,1,299012350,152,,3,10,97,4,588,282,1,,25,73,231,False,2098,34
53.15,game_mode_all_draft,5992892464,10,59,,2021-05-13 23:10:50,35,True,1,0,48,,2.43,South America,0.11288805268109126,30295,130,570,420,48,16767,32094,22323,1,,256,,,13,25,6,1863,217,149,,25,108,41,False,0,100
53.15,game_mode_all_draft,5992892464,10,59,,2021-05-13 23:10:50,35,True,1,0,48,,2.43,South America,0.18814675446848542,37417,131,704,481,112,18702,34036,25565,2,,1,,,10,104,10,4395,266,48,,27,127,218,False,1720,152
53.15,game_mode_all_draft,5992892464,10,59,,2021-05-13 23:10:50,35,True,1,0,48,,2.43,South America,0.16933207902163688,37417,132,704,393,210,15220,42350,20887,1,,232,,,15,14,9,907,146,1,,28,267,16,False,0,214
29.63,game_mode_all_draft,5992892459,10,37,,2021-05-13 23:10:55,13,True,1,0,48,,2.3,South America,0.10123734533183353,12534,0,423,289,0,8320,9868,8564,3,,77,,,3,30,3,687,23,36,,16,180,254,True,1110,0
29.63,game_mode_all_draft,5992892459,10,37,,2021-05-13 23:10:55,13,True,1,0,48,,2.3,South America,0.1687289088863892,18313,1,618,461,29,14146,22027,13660,9,,0,,,1,45,5,4661,106,27,,20,232,34,True,550,108
29.63,game_mode_all_draft,5992892459,10,37,,2021-05-13 23:10:55,13,True,1,0,48,,2.3,South America,0.6074240719910011,27381,2,924,688,36,17627,25644,20387,6,,152,,,3,93,18,8462,181,135,,24,63,116,True,0,252
29.63,game_mode_all_draft,5992892459,10,37,,2021-05-13 23:10:55,13,True,1,0,48,,2.3,South America,0.10123734533183353,14312,3,483,381,36,9694,7325,11290,2,,48,,,5,65,3,514,96,1,,17,40,77,True,0,244
29.63,game_mode_all_draft,5992892459,10,37,,2021-05-13 23:10:55,13,True,1,0,48,,2.3,South America,0.23622047244094488,22017,4,743,690,172,20568,16987,20447,9,,139,,,1,48,7,16397,311,36,,22,135,147,True,0,63
29.63,game_mode_all_draft,5992892459,10,37,,2021-05-13 23:10:55,13,True,1,0,48,,2.3,South America,0.06749156355455568,16002,128,540,402,40,11187,14967,11912,1,,36,,,7,44,2,0,189,50,,18,21,168,False,0,145
29.63,game_mode_all_draft,5992892459,10,37,,2021-05-13 23:10:55,13,True,1,0,48,,2.3,South America,0.10123734533183353,10816,129,365,267,88,6223,11028,7912,0,,29,,,8,27,3,70,65,232,,14,77,36,False,0,0
29.63,game_mode_all_draft,5992892459,10,37,,2021-05-13 23:10:55,13,True,1,0,48,,2.3,South America,0.10123734533183353,15438,130,521,371,77,10281,12542,10993,0,,65,,,6,74,3,804,127,98,,18,29,60,False,0,36
29.63,game_mode_all_draft,5992892459,10,37,,2021-05-13 23:10:55,13,True,1,0,48,,2.3,South America,0.06749156355455568,13186,131,445,312,36,8331,9687,9245,0,,56,,,7,16,2,0,105,29,,16,73,1,False,0,131
29.63,game_mode_all_draft,5992892459,10,37,,2021-05-13 23:10:55,13,True,1,0,48,,2.3,South America,0.03374578177727784,6548,132,221,191,92,4733,4337,5659,0,,181,,,10,71,1,0,19,13,,11,13,63,False,0,0
65.28,game_mode_all_draft,5992892458,10,56,,2021-05-13 23:11:00,62,False,1,0,48,,2.9,Europe,0.27572121521572635,47787,0,732,503,40,23912,62904,32837,2,425417705,48,,4,14,17,18,3290,258,98,,28,121,116,True,115,41
65.28,game_mode_all_draft,5992892458,10,56,,2021-05-13 23:11:00,62,False,1,0,48,,2.9,Europe,0.27572121521572635,47395,1,726,702,33,39609,53885,45828,3,,114,,,11,12,18,12908,539,208,,30,160,174,True,0,116
65.28,game_mode_all_draft,5992892458,10,56,,2021-05-13 23:11:00,62,False,1,0,48,,2.9,Europe,0.061271381159050294,34926,2,535,331,24,16919,16338,21608,1,180942707,232,,4,18,121,4,638,76,102,,26,0,214,True,2567,256
65.28,game_mode_all_draft,5992892458,10,56,,2021-05-13 23:11:00,62,False,1,0,48,,2.9,Europe,0.19913198876691346,43282,3,663,461,218,21294,48319,30095,2,,180,,,12,30,13,1813,145,116,,28,256,108,True,14647,254
65.28,game_mode_all_draft,5992892458,10,56,,2021-05-13 23:11:00,62,False,1,0,48,,2.9,Europe,0.04595353586928772,41389,4,634,427,231,27169,26511,27875,3,,235,,,7,29,3,2103,253,226,,28,0,90,True,11248,1
65.28,game_mode_all_draft,5992892458,10,56,,2021-05-13 23:11:00,62,False,1,0,48,,2.9,Europe,0.2910390605054889,44849,128,687,666,249,31975,84087,43478,4,371547106,141,,3,11,35,19,13237,519,263,,29,63,158,False,0,156
65.28,game_mode_all_draft,5992892458,10,56,,2021-05-13 23:11:00,62,False,1,0,48,,2.9,Europe,0.09190707173857544,38190,129,585,386,100,18792,25439,25199,2,217742334,188,,3,12,107,6,846,119,116,,28,127,267,False,0,40
65.28,game_mode_all_draft,5992892458,10,56,,2021-05-13 23:11:00,62,False,1,0,48,,2.9,Europe,0.16849629818738832,42499,130,651,639,156,31010,54749,41716,2,201059431,116,,3,11,75,11,3036,465,160,,30,48,98,False,0,1466
65.28,game_mode_all_draft,5992892458,10,56,,2021-05-13 23:11:00,62,False,1,0,48,,2.9,Europe,0.15317845289762574,47395,131,726,440,108,24981,39018,28724,4,,188,,,8,26,10,248,209,116,,30,176,48,False,400,1
65.28,game_mode_all_draft,5992892458,10,56,,2021-05-13 23:11:00,62,False,1,0,48,,2.9,Europe,0.21444983405667603,41911,132,642,620,149,33923,44653,40475,2,353793765,119,,3,14,23,14,1909,457,112,,30,116,114,False,0,50
32.48,game_mode_all_draft,5992892457,10,40,,2021-05-13 23:11:00,24,True,1,0,48,,0.82,Europe,0.24628014366341713,19879,0,612,422,50,12512,22239,13707,3,131765630,1,,4,5,14,8,789,158,692,,21,36,0,True,0,108
32.48,game_mode_all_draft,5992892457,10,40,,2021-05-13 23:11:00,24,True,1,0,48,,0.82,Europe,0.09235505387378143,14974,1,461,289,102,7531,17048,9387,2,127578364,214,,4,8,103,3,1279,43,0,,18,0,229,True,0,36
32.48,game_mode_all_draft,5992892457,10,40,,2021-05-13 23:11:00,24,True,1,0,48,,0.82,Europe,0.33863519753719856,30014,2,924,642,100,20624,35683,20854,6,,0,,,3,36,11,3451,277,77,,25,226,48,True,5974,137
32.48,game_mode_all_draft,5992892457,10,40,,2021-05-13 23:11:00,24,True,1,0,48,,0.82,Europe,0.3694202154951257,22998,3,708,622,145,23703,21362,20204,6,87002932,108,,4,3,8,12,12921,242,147,,22,75,63,True,17064,36
32.48,game_mode_all_draft,5992892457,10,40,,2021-05-13 23:11:00,24,True,1,0,48,,0.82,Europe,0.1539250897896357,13480,4,415,366,180,4896,8738,11888,3,,0,,,5,85,5,1055,80,40,,16,0,0,True,2070,181
32.48,game_mode_all_draft,5992892457,10,40,,2021-05-13 23:11:00,24,True,1,0,48,,0.82,Europe,0.06157003591585428,11823,128,364,260,88,8045,17046,8445,1,146673237,0,,4,9,37,2,141,38,218,,15,235,28,False,4787,29
32.48,game_mode_all_draft,5992892457,10,40,,2021-05-13 23:11:00,24,True,1,0,48,,0.82,Europe,0.06157003591585428,14617,129,450,339,1,10022,10396,11011,0,106054296,127,,4,8,42,2,466,165,73,,17,63,36,False,0,151
32.48,game_mode_all_draft,5992892457,10,40,,2021-05-13 23:11:00,24,True,1,0,48,,0.82,Europe,0.03078501795792714,10232,130,315,258,0,7119,16268,8380,1,,244,,,8,86,1,179,69,214,,14,232,1,False,223,36
32.48,game_mode_all_draft,5992892457,10,40,,2021-05-13 23:11:00,24,True,1,0,48,,0.82,Europe,0.12314007183170857,13967,131,430,352,100,8702,30413,11434,1,131092653,214,,4,12,16,4,68,117,1,,17,36,43,False,400,11
32.48,game_mode_all_draft,5992892457,10,40,,2021-05-13 23:11:00,24,True,1,0,48,,0.82,Europe,0.4617752693689071,25012,132,770,563,98,15335,34555,18288,5,,63,,,3,17,15,1229,205,41,,23,77,259,False,827,123
33.9,game_mode_all_draft,5992892456,10,19,,2021-05-13 23:11:00,48,False,1,0,48,,1.9,South America,0.17699115044247787,8780,0,259,282,44,8301,10229,9559,0,,50,,,11,53,6,69,60,168,,13,5,36,True,0,0
33.9,game_mode_all_draft,5992892456,10,19,,2021-05-13 23:11:00,48,False,1,0,48,,1.9,South America,0.058997050147492625,10000,1,295,206,42,5820,5626,6983,1,1118732721,265,,2,4,76,2,0,21,102,,14,29,261,True,0,0
33.9,game_mode_all_draft,5992892456,10,19,,2021-05-13 23:11:00,48,False,1,0,48,,1.9,South America,0.029498525073746312,11865,2,350,246,166,6234,18964,8339,1,,0,,,11,119,1,0,33,0,,15,36,180,True,0,0
33.9,game_mode_all_draft,5992892456,10,19,,2021-05-13 23:11:00,48,False,1,0,48,,1.9,South America,0.14749262536873156,10678,3,315,372,11,10149,14069,12610,0,,73,,,14,69,5,0,78,127,,14,50,178,True,0,65
33.9,game_mode_all_draft,5992892456,10,19,,2021-05-13 23:11:00,48,False,1,0,48,,1.9,South America,0.058997050147492625,8203,4,242,235,63,6686,16976,7966,1,,75,,,8,35,2,0,44,3,,12,75,166,True,0,237
33.9,game_mode_all_draft,5992892456,10,19,,2021-05-13 23:11:00,48,False,1,0,48,,1.9,South America,0.471976401179941,23424,128,691,473,204,15790,19579,16034,16,,1,,,1,16,16,394,123,0,,22,41,48,False,0,0
